id,recorded_at,btc_price,btc_market_cap,btc_volume_24h,network_hashrate,network_difficulty,block_reward,fear_greed_index,price_change_1h,price_change_24h,price_change_7d,source,created_at,current_block_height,median_time,total_work,sync_progress,blocks_until_adjustment
11425,2025-08-22 01:12:28.874871,112366.0,0.0,0.0,965.14,129435235580344.8,3.12804643,50.0,-0.2237,-1.6647,-5.0325,mempool+blockchain,2025-08-22 01:12:29.714467,,,,,
11426,2025-08-22 01:14:35.852723,112368.0,2236841979171.0,31925758495.0,965.14,129435235580344.8,3.13123025,50.0,-0.2208,-1.6619,-5.0298,mempool+blockchain,2025-08-22 01:14:36.207456,,,,,
11430,2025-08-22 01:23:07.493611,112609.0,2240070140762.0,30581425300.0,958.7,129435235580344.8,3.13123025,50.0,-0.0734,-1.3595,-4.8262,mempool+blockchain,2025-08-22 01:23:07.889213,,,,,
11431,2025-08-22 01:26:36.599265,112674.0,2240070140762.0,29005174926.0,958.7,129435235580344.8,3.1410266,50.0,-0.0155,-1.3023,-4.7711,mempool+blockchain,2025-08-22 01:26:38.819737,,,,,
11389,2025-08-21 21:50:31.602889,112492.0,0.0,23623319999.0,920.1,129435235580344.8,3.132214,50.0,0.1032,-1.5867,-4.6555,mempool+blockchain,2025-08-21 21:50:31.788896,,,,,
11385,2025-08-21 21:36:35.240753,112604.0,0.0,23646839999.0,900.8,129435235580344.8,3.1279061,50.0,0.223,-1.2419,-4.565,mempool+blockchain,2025-08-21 21:36:35.463055,,,,,
11380,2025-08-21 21:11:58.742314,112243.0,0.0,23571030000.0,868.63,129435235580344.8,3.13616832,50.0,0.0025,-1.8773,-4.8676,mempool+blockchain,2025-08-21 21:11:59.029076,,,,,
11375,2025-08-21 20:55:09.990340,112490.0,0.0,23622900000.0,875.06,129435235580344.8,3.16889236,50.0,0.3782,-1.5381,-4.785,mempool+blockchain,2025-08-21 20:55:10.263193,,,,,
11374,2025-08-21 20:49:44.744613,112363.0,0.0,23596229999.0,868.63,129435235580344.8,3.16889236,50.0,0.2475,-1.6664,-4.909,mempool+blockchain,2025-08-21 20:49:47.762049,,,,,
11373,2025-08-21 20:38:09.054177,112118.0,0.0,23544780000.0,875.06,129435235580344.8,3.16889236,50.0,-0.0088,-1.8229,-5.0947,mempool+blockchain,2025-08-21 20:38:09.969799,,,,,
11372,2025-08-21 20:21:15.754191,112293.0,0.0,23581530000.0,881.49,129435235580344.8,3.1507544,50.0,-0.1426,-1.4981,-4.9354,mempool+blockchain,2025-08-21 20:21:16.770359,,,,,
11371,2025-08-21 20:04:18.154285,112138.0,0.0,23548980000.0,868.63,129435235580344.8,3.1507544,50.0,-0.3849,-1.768,-5.0802,mempool+blockchain,2025-08-21 20:04:19.171140,,,,,
11370,2025-08-21 19:49:17.454335,112020.0,0.0,23524200000.0,875.06,129435235580344.8,3.16775513,50.0,-0.2112,-1.7789,-5.1766,mempool+blockchain,2025-08-21 19:49:20.676698,,,,,
11369,2025-08-21 19:32:08.525930,112232.0,0.0,23568720000.0,875.06,129435235580344.8,3.16775513,50.0,-0.1326,-1.5798,-4.9853,mempool+blockchain,2025-08-21 19:32:09.641774,,,,,
11368,2025-08-21 19:17:11.026041,112552.0,0.0,23635920000.0,900.8,129435235580344.8,3.16924855,50.0,0.2015,-1.2267,-4.7298,mempool+blockchain,2025-08-21 19:17:14.041302,,,,,
11367,2025-08-21 18:44:11.143800,112436.0,0.0,23611560000.0,926.53,129435235580344.8,3.14412307,50.0,0.0816,-1.0738,-4.5885,mempool+blockchain,2025-08-21 18:44:11.960348,,,,,
11366,2025-08-21 18:27:18.143710,112493.0,0.0,23623530000.0,932.97,129435235580344.8,3.14412307,50.0,0.222,-0.9823,-4.5484,mempool+blockchain,2025-08-21 18:27:19.259131,,,,,
11365,2025-08-21 18:10:24.844118,112366.0,0.0,23596860000.0,907.23,129435235580344.8,3.14960842,50.0,0.0206,-1.3522,-4.6548,mempool+blockchain,2025-08-21 18:10:26.012001,,,,,
11364,2025-08-21 17:55:25.044672,112322.0,0.0,23587620000.0,894.36,129435235580344.8,3.13857061,50.0,-0.1848,-1.6445,-4.9891,mempool+blockchain,2025-08-21 17:55:27.961533,,,,,
11363,2025-08-21 17:42:44.281842,112438.0,0.0,23611979999.0,907.23,129435235580344.8,3.15249576,50.0,-0.1673,-1.6306,-4.8911,mempool+blockchain,2025-08-21 17:42:45.299571,,,,,
11361,2025-08-21 17:25:49.281871,112243.0,0.0,23571030000.0,887.93,129435235580344.8,3.13271969,50.0,-0.5464,-1.4716,-5.0557,mempool+blockchain,2025-08-21 17:25:50.399231,,,,,
11360,2025-08-21 17:08:52.881862,112306.0,0.0,23584260000.0,875.06,129435235580344.8,3.14758108,50.0,-0.373,-1.5201,-4.9999,mempool+blockchain,2025-08-21 17:08:54.198534,,,,,
11359,2025-08-21 16:53:48.781930,112561.0,0.0,23637810000.0,875.06,129435235580344.8,3.14003987,50.0,-0.3329,-1.2439,-5.2512,mempool+blockchain,2025-08-21 16:53:51.811094,,,,,
11358,2025-08-21 16:39:25.705820,112645.0,0.0,23655450000.0,875.06,129435235580344.8,3.1707431,50.0,-0.3252,-1.1563,-5.1594,mempool+blockchain,2025-08-21 16:39:26.923103,,,,,
11357,2025-08-21 16:23:45.406456,112860.0,0.0,23700600000.0,887.93,129435235580344.8,3.14214923,50.0,-0.0975,-1.1294,-4.9736,mempool+blockchain,2025-08-21 16:23:46.623625,,,,,
11356,2025-08-21 16:07:49.630479,112760.0,0.0,23679599999.0,894.36,129435235580344.8,3.13122663,50.0,-0.2857,-0.5553,-5.0513,mempool+blockchain,2025-08-21 16:07:50.623511,,,,,
11355,2025-08-21 15:52:39.405839,112859.0,0.0,23700390000.0,913.66,129435235580344.8,3.14632299,50.0,-0.2401,-0.792,-4.6281,mempool+blockchain,2025-08-21 15:52:40.522755,,,,,
11354,2025-08-21 15:36:29.205851,112990.0,0.0,23727899999.0,907.23,129435235580344.8,3.20243125,50.0,-0.4547,-1.01,-4.5235,mempool+blockchain,2025-08-21 15:36:30.923315,,,,,
11353,2025-08-21 15:22:40.406017,112950.0,0.0,23719500000.0,907.23,129435235580344.8,3.15121574,50.0,-0.749,-1.1369,-4.5721,mempool+blockchain,2025-08-21 15:22:43.923103,,,,,
11352,2025-08-21 15:00:27.327371,113255.0,0.0,23783550000.0,907.23,129435235580344.8,3.17971066,50.0,-0.4299,-0.1742,-5.0728,mempool+blockchain,2025-08-21 15:00:28.292682,,,,,
11351,2025-08-21 14:44:32.127405,113031.0,0.0,23736509999.0,913.66,129435235580344.8,3.1320535,50.0,-0.2258,-0.4314,-5.2471,mempool+blockchain,2025-08-21 14:44:33.243648,,,,,
11350,2025-08-21 14:28:38.827370,113669.0,0.0,23870490000.0,920.1,129435235580344.8,3.1320535,50.0,0.3461,0.7572,-4.7389,mempool+blockchain,2025-08-21 14:28:39.843357,,,,,
11349,2025-08-21 14:12:43.327514,113771.0,0.0,23891910000.0,932.97,129435235580344.8,3.15464992,50.0,0.5111,1.1421,-4.6542,mempool+blockchain,2025-08-21 14:12:44.145069,,,,,
11348,2025-08-21 14:02:30.329467,113524.0,0.0,23840040000.0,920.1,129435235580344.8,3.12717787,50.0,0.287,0.6823,-6.1346,mempool+blockchain,2025-08-21 14:02:31.246813,,,,,
11347,2025-08-21 13:45:37.129434,113474.0,0.0,23829540000.0,932.97,129435235580344.8,3.1592113,50.0,0.2522,0.1658,-6.1543,mempool+blockchain,2025-08-21 13:45:38.046230,,,,,
11346,2025-08-21 13:28:43.929331,113279.0,0.0,23788590000.0,945.84,129435235580344.8,3.16313273,50.0,0.0149,-0.1161,-6.3151,mempool+blockchain,2025-08-21 13:28:44.947361,,,,,
11345,2025-08-21 13:11:50.529426,113161.0,0.0,23763810000.0,932.97,129435235580344.8,3.13259992,50.0,-0.0186,-0.3527,-6.4177,mempool+blockchain,2025-08-21 13:11:52.047001,,,,,
11344,2025-08-21 12:54:56.031113,112981.0,0.0,23726010000.0,926.53,129435235580344.8,3.16196139,50.0,-0.1194,-0.6577,-6.5633,mempool+blockchain,2025-08-21 12:54:57.246984,,,,,
11343,2025-08-21 12:38:02.429427,113281.0,0.0,23789010000.0,913.66,129435235580344.8,3.1350067,50.0,-0.031,-0.4315,-6.3217,mempool+blockchain,2025-08-21 12:38:03.344484,,,,,
11342,2025-08-21 12:21:09.229454,113121.0,0.0,23755410000.0,932.97,129435235580344.8,3.13724157,50.0,-0.3259,-0.4904,-6.4435,mempool+blockchain,2025-08-21 12:21:10.047593,,,,,
11341,2025-08-21 12:04:15.729511,113111.0,0.0,23753310000.0,932.97,129435235580344.8,3.13724157,50.0,-0.2469,-0.5966,-6.4658,mempool+blockchain,2025-08-21 12:04:16.658579,,,,,
11340,2025-08-21 11:47:21.729377,113282.0,0.0,23789220000.0,932.97,129435235580344.8,3.13724157,50.0,-0.1126,0.0989,-6.8553,mempool+blockchain,2025-08-21 11:47:22.646947,,,,,
11339,2025-08-21 11:30:27.529756,113447.0,0.0,23823870000.0,932.97,129435235580344.8,3.14765688,50.0,0.0167,0.0942,-6.7162,mempool+blockchain,2025-08-21 11:30:28.246988,,,,,
11338,2025-08-21 11:08:49.673269,113487.0,0.0,23832270000.0,932.97,129435235580344.8,3.13204352,50.0,0.0887,-0.2624,-6.6805,mempool+blockchain,2025-08-21 11:08:50.791072,,,,,
11337,2025-08-21 10:51:55.773045,113401.0,0.0,23814210000.0,932.97,129435235580344.8,3.14350744,50.0,-0.1251,-0.3531,-6.8206,mempool+blockchain,2025-08-21 10:51:56.795608,,,,,
11336,2025-08-21 10:36:57.173505,113393.0,0.0,23812530000.0,952.27,129435235580344.8,3.14972832,50.0,-0.0731,-0.2362,-6.8293,mempool+blockchain,2025-08-21 10:37:00.190236,,,,,
11335,2025-08-21 10:31:29.773883,113436.0,0.0,23821560000.0,952.27,129435235580344.8,3.14972832,50.0,0.0195,-0.119,-6.7939,mempool+blockchain,2025-08-21 10:31:30.691866,,,,,
11334,2025-08-21 10:16:33.374046,113375.0,0.0,23808750000.0,965.14,129435235580344.8,3.14972832,50.0,-0.0077,-0.2844,-6.8471,mempool+blockchain,2025-08-21 10:16:36.591566,,,,,
11333,2025-08-21 09:55:07.386136,113462.0,0.0,23827020000.0,971.57,129435235580344.8,3.13919986,50.0,-0.1981,-0.2158,-6.886,mempool+blockchain,2025-08-21 09:55:10.403610,,,,,
11332,2025-08-21 09:39:09.296270,113476.0,0.0,23829960000.0,958.7,129435235580344.8,3.13537991,50.0,-0.2034,-0.3031,-6.8614,mempool+blockchain,2025-08-21 09:39:16.713334,,,,,
11413,2025-08-22 00:13:40.438829,112640.0,2240035862657.0,32418127716.0,958.7,129435235580344.8,3.12962293,50.0,0.2603,-1.3215,-4.8068,mempool+blockchain,2025-08-22 00:13:40.705561,,,,,
11416,2025-08-22 00:21:14.873837,112686.0,2240035862657.0,31749862389.0,945.84,129435235580344.8,3.12803599,50.0,0.3015,-1.2246,-4.7673,mempool+blockchain,2025-08-22 00:21:15.171620,,,,,
11421,2025-08-22 00:48:51.561848,112646.0,2242896546156.0,31445781483.0,952.27,129435235580344.8,3.132858,50.0,0.3365,-1.5395,-4.8017,mempool+blockchain,2025-08-22 00:48:51.855935,,,,,
11427,2025-08-22 01:16:53.419658,112404.0,2236841979171.0,31838068042.0,965.14,129435235580344.8,3.13123025,50.0,-0.1894,-1.6309,-4.9999,mempool+blockchain,2025-08-22 01:16:53.716317,,,,,
11390,2025-08-21 21:51:46.563065,112499.0,2239801387842.0,32985943858.0,920.1,129435235580344.8,3.132214,50.0,-0.0583,-1.6405,-4.64,mempool+blockchain,2025-08-21 21:51:46.768790,,,,,
11386,2025-08-21 21:37:38.392448,112637.0,0.0,23653770000.0,900.8,129435235580344.8,3.1279061,50.0,0.4888,-1.3976,-4.4982,mempool+blockchain,2025-08-21 21:37:38.614145,,,,,
11381,2025-08-21 21:14:22.407770,112253.0,0.0,23573130000.0,868.63,129435235580344.8,3.13616832,50.0,-0.006,-1.8852,-4.8583,mempool+blockchain,2025-08-21 21:14:22.670444,,,,,
11331,2025-08-21 09:23:08.635244,113359.0,0.0,23805390000.0,958.7,129435235580344.8,3.14742034,50.0,-0.3738,-0.4014,-6.953,mempool+blockchain,2025-08-21 09:23:09.950262,,,,,
11330,2025-08-21 09:07:22.434563,113518.0,0.0,23838780000.0,958.7,129435235580344.8,3.15423013,50.0,-0.3856,-0.288,-6.8334,mempool+blockchain,2025-08-21 09:07:26.351469,,,,,
11329,2025-08-21 08:50:20.110607,113782.0,0.0,23894220000.0,952.27,129435235580344.8,3.15068405,50.0,-0.0844,-0.1295,-6.5954,mempool+blockchain,2025-08-21 08:50:21.227818,,,,,
11328,2025-08-21 08:34:26.910364,113724.0,0.0,23882040000.0,958.7,129435235580344.8,3.14090159,50.0,-0.0645,-0.1274,-6.6423,mempool+blockchain,2025-08-21 08:34:27.728926,,,,,
11327,2025-08-21 08:17:50.142881,113895.0,0.0,23917949999.0,939.4,129435235580344.8,3.14668573,50.0,0.2023,0.3343,-6.4959,mempool+blockchain,2025-08-21 08:17:51.128214,,,,,
11309,2025-08-21 07:35:30.866259,113737.0,0.0,23884770000.0,920.1,129435235580344.8,3.14784926,50.0,0.1249,0.0622,-6.8202,mempool+blockchain,2025-08-21 07:35:31.085457,,,,,
11308,2025-08-21 07:32:50.226478,113675.0,0.0,23871749999.0,920.1,129435235580344.8,3.14784926,50.0,0.0486,-0.0141,-6.8913,mempool+blockchain,2025-08-21 07:32:50.617268,,,,,
11303,2025-08-21 07:22:01.851392,113645.0,0.0,23865450000.0,913.66,129435235580344.8,3.14929463,50.0,-0.0158,-0.1188,-6.9248,mempool+blockchain,2025-08-21 07:22:02.057345,,,,,
11302,2025-08-21 07:16:53.792506,113681.0,0.0,23873010000.0,920.1,129435235580344.8,3.14929463,50.0,0.0346,-0.0302,-6.8809,mempool+blockchain,2025-08-21 07:16:53.980575,,,,,
11290,2025-08-21 06:57:38.462642,113844.0,0.0,23907239999.0,920.1,129435235580344.8,3.14843579,50.0,-0.1093,0.1875,-7.5558,mempool+blockchain,2025-08-21 06:57:38.655965,,,,,
11289,2025-08-21 06:56:21.587095,113767.0,0.0,23891070000.0,920.1,129435235580344.8,3.14843579,50.0,-0.1284,0.1504,-7.6038,mempool+blockchain,2025-08-21 06:56:21.774115,,,,,
11284,2025-08-21 06:44:26.406063,113693.0,0.0,23875530000.0,907.23,129435235580344.8,3.14843579,50.0,-0.1373,0.0151,-7.6819,mempool+blockchain,2025-08-21 06:44:27.222424,,,,,
11417,2025-08-22 00:29:42.398522,112674.0,0.0,0.0,952.27,129435235580344.8,3.13723988,50.0,0.2623,-1.2153,-4.779,mempool+blockchain,2025-08-22 00:29:43.015706,,,,,
11422,2025-08-22 00:49:11.977005,112642.0,0.0,0.0,952.27,129435235580344.8,3.132858,50.0,0.3365,-1.5395,-4.8017,mempool+blockchain,2025-08-22 00:49:12.692987,,,,,
11428,2025-08-22 01:17:38.920915,112484.0,2236841979171.0,32111529771.0,965.14,129435235580344.8,3.13123025,50.0,-0.1845,-1.3665,-4.9321,mempool+blockchain,2025-08-22 01:17:39.125540,,,,,
11432,2025-08-22 01:28:52.574859,112699.0,0.0,0.0,958.7,129435235580344.8,3.1410266,50.0,0.0451,-1.2555,-4.7474,mempool+blockchain,2025-08-22 01:28:53.392317,,,,,
11391,2025-08-21 21:55:19.944688,112532.0,0.0,23631720000.0,920.1,129435235580344.8,3.132214,50.0,-0.0284,-1.611,-4.6115,mempool+blockchain,2025-08-21 21:55:20.862050,,,,,
11387,2025-08-21 21:38:27.344633,112661.0,0.0,23658809999.0,900.8,129435235580344.8,3.1279061,50.0,0.4102,-1.4748,-4.5729,mempool+blockchain,2025-08-21 21:38:28.161584,,,,,
11382,2025-08-21 21:18:41.287640,112490.0,0.0,23622900000.0,881.49,129435235580344.8,3.13616832,50.0,0.1296,-1.3973,-4.6476,mempool+blockchain,2025-08-21 21:18:41.564999,,,,,
11310,2025-08-21 07:37:07.269982,113780.0,0.0,23893799999.0,913.66,129435235580344.8,3.14784926,50.0,0.0514,0.1486,-6.8,mempool+blockchain,2025-08-21 07:37:07.464533,,,,,
11291,2025-08-21 06:59:01.200399,113811.0,0.0,23900310000.0,920.1,129435235580344.8,3.14843579,50.0,-0.1257,0.1711,-7.5709,mempool+blockchain,2025-08-21 06:59:01.591222,,,,,
11418,2025-08-22 00:33:17.677084,112650.0,0.0,0.0,958.7,129435235580344.8,3.13723988,50.0,0.2868,-1.3656,-4.7956,mempool+blockchain,2025-08-22 00:33:18.321345,,,,,
11429,2025-08-22 01:18:02.667565,112484.0,2236841979171.0,32111529771.0,965.14,129435235580344.8,3.13123025,50.0,-0.1845,-1.3665,-4.9321,mempool+blockchain,2025-08-22 01:18:02.846298,,,,,
11433,2025-08-22 01:33:36.710344,112712.0,2243602407111.0,31971781937.0,958.7,129435235580344.8,3.1410266,50.0,-0.0286,-1.3474,-4.7389,mempool+blockchain,2025-08-22 01:33:36.917572,,,,,
11438,2025-08-22 01:44:44.774784,112818.0,0.0,0.0,939.4,129435235580344.8,3.13741966,50.0,0.1532,-1.3513,-4.6494,mempool+blockchain,2025-08-22 01:44:45.484469,,,,,
11442,2025-08-22 01:59:52.775481,112828.0,0.0,0.0,958.7,129435235580344.8,3.150033,50.0,0.2282,-1.6531,-4.6422,mempool+blockchain,2025-08-22 01:59:53.822742,,,,,
11443,2025-08-22 02:03:18.853732,112798.0,2246094364233.0,31468475554.0,958.7,129435235580344.8,3.150033,50.0,0.1503,-1.6784,-4.6667,mempool+blockchain,2025-08-22 02:03:19.036564,,,,,
11448,2025-08-22 02:25:57.283865,113332.0,2254449292006.0,31108170054.0,965.14,129435235580344.8,3.14973618,50.0,0.5589,-0.5722,-4.2154,mempool+blockchain,2025-08-22 02:25:59.562883,,,,,
11449,2025-08-22 02:28:27.312114,113430.0,2258003041084.0,28855243594.0,965.14,129435235580344.8,3.13709733,50.0,0.6464,-0.5005,-4.1321,mempool+blockchain,2025-08-22 02:28:27.568991,,,,,
11454,2025-08-22 02:36:46.933783,113397.0,2258081695992.0,31943982727.0,952.27,129435235580344.8,3.14245609,50.0,0.6092,-0.5072,-4.1606,mempool+blockchain,2025-08-22 02:36:47.210967,,,,,
11455,2025-08-22 02:40:14.330353,113393.0,2258081695992.0,32154719146.0,965.14,129435235580344.8,3.14245609,50.0,0.5564,-0.5103,-4.1637,mempool+blockchain,2025-08-22 02:40:14.615076,,,,,
11460,2025-08-22 02:54:40.277378,113361.0,2256413799840.0,32118966827.0,965.14,129435235580344.8,3.14919594,50.0,0.4542,-0.5142,-4.1912,mempool+blockchain,2025-08-22 02:54:40.460264,,,,,
11462,2025-08-22 03:03:27.818778,113113.0,2252633018860.0,32128638493.0,965.14,129435235580344.8,3.14919594,50.0,0.2174,-0.9244,-4.7754,mempool+blockchain,2025-08-22 03:03:28.093141,,,,,
11463,2025-08-22 03:05:09.282588,113158.0,2252633018860.0,32104998560.0,965.14,129435235580344.8,3.14919594,50.0,0.2569,-0.8854,-4.7378,mempool+blockchain,2025-08-22 03:05:09.511264,,,,,
11464,2025-08-22 03:07:01.936652,113179.0,2252633018860.0,32034742095.0,965.14,129435235580344.8,3.14919594,50.0,0.2756,-0.8669,-4.7201,mempool+blockchain,2025-08-22 03:07:02.127576,,,,,
11468,2025-08-22 03:22:10.945801,113230.0,2255336065658.0,31889730881.0,965.14,129435235580344.8,3.14005111,50.0,0.1167,-0.9359,-4.6773,mempool+blockchain,2025-08-22 03:22:11.230081,,,,,
11469,2025-08-22 03:24:50.603165,113179.0,2254381030349.0,31893793964.0,965.14,129435235580344.8,3.14005111,50.0,-0.109,-0.9882,-4.7202,mempool+blockchain,2025-08-22 03:24:52.910748,,,,,
11470,2025-08-22 03:35:14.745384,113156.0,2253303091889.0,31534672438.0,965.14,129435235580344.8,3.13823477,50.0,-0.2126,-0.9362,-4.7399,mempool+blockchain,2025-08-22 03:35:14.928540,,,,,
11472,2025-08-22 03:37:56.469015,113210.0,2253303091889.0,31956748235.0,965.14,129435235580344.8,3.13823477,50.0,-0.165,-0.8889,-4.6945,mempool+blockchain,2025-08-22 03:37:56.738629,,,,,
